"Previsioni probabilistiche della popolazione residente per sesso, età e regione - base 1.1.2017 - Anni 2017/2065"
"Anno: 2017 - Ripartizione: Italia"
"Maschi"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
73;414068;416958;421228;425763;430121;433976;436268;
74;402282;405415;409972;414782;419369;423422;425674;
75;393373;396656;401561;406746;411673;415891;418435;
76;387781;391613;396841;402468;407765;412298;415288;
77;375236;379308;384989;391035;396692;401670;404721;
78;366510;370799;377071;383691;389986;395431;398592;
79;328744;333073;339458;346207;352573;358166;361447;
80;302389;306999;313651;320712;327427;333226;336563;
81;280345;285067;292181;299573;306724;312837;316499;
82;255041;260138;267482;275161;282694;289121;292961;
83;231572;236756;244459;252521;260388;267265;271352;
84;202651;207836;215690;223859;231852;238852;243076;
85;182454;187700;195878;204401;212757;220209;224697;
86;160061;165295;173558;182311;190867;198607;203329;
87;137866;143045;151300;160141;168880;176721;181566;
88;116944;122064;130209;139057;147857;155811;160711;
89;94843;99665;107428;115864;124342;132082;136885;
90;76972;81571;88901;96992;105186;112739;117482;
91;61943;66220;73124;80834;88724;96044;100667;
92;50712;54806;61389;68854;76583;83855;88441;
93;39153;42825;48767;55578;62764;69566;73920;
94;30367;33629;39042;45288;51998;58473;62597;
95;21370;24006;28467;33712;39452;45073;48681;
96;14807;16905;20518;24876;29745;34583;37739;
97;7600;8834;11006;13681;16740;19847;21902;
98;5060;5998;7688;9836;12358;14957;16702;
99;3162;3827;5052;6657;8603;10631;12029;
100;1885;2330;3174;4314;5736;7249;8324;
101;1075;1360;1916;2691;3688;4778;5579;
102;632;820;1195;1740;2464;3276;3887;
103;314;419;634;958;1405;1923;2321;
104;142;195;308;486;740;1045;1285;
105;58;82;135;222;352;514;644;
106;22;32;55;96;158;239;306;
107;9;13;23;42;73;114;149;
108;3;4;8;16;29;48;64;
109;1;1;3;6;11;19;26;
110 e oltre;0;1;1;3;6;10;14;
Totale;27567310;27936341;28586235;29350002;30074623;30756895;31194988;
"Femmine"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
0;181702;190702;204966;222690;239437;255571;264719;
1;183786;192633;206608;224216;240688;256519;265428;
2;185648;194304;208032;225228;241551;257002;265689;
3;187180;195669;209405;226176;242209;257176;265666;
4;188807;197130;210694;227007;242792;257362;265740;
5;190092;198296;211526;227499;242874;257131;265297;
6;191390;199444;212287;227924;243022;256953;264845;
7;192295;200500;212933;228218;242822;256304;263892;
8;193705;201514;213656;228426;242665;255750;263155;
9;194728;202344;214055;228416;242250;255020;262240;
10;195910;203275;214644;228554;241946;254259;261275;
11;197137;204090;215136;228563;241409;253297;260168;
12;198364;205081;215871;228811;241121;252640;259147;
13;199626;206133;216673;229017;240755;251864;258028;
14;201493;207575;217656;229539;240786;251305;257314;
15;203593;209097;218661;229932;240729;250871;256388;
16;205778;210939;220055;230874;240967;250552;255849;
17;208120;212986;221663;231836;241462;250385;255317;
18;211088;215670;223974;233466;242595;251093;255657;
19;214252;218585;226372;235415;243968;251900;256568;
20;218124;222176;229427;238088;246156;253547;258011;
21;222540;226637;233430;241571;249462;256339;260344;
22;227123;230922;237552;245317;253031;259638;263678;
23;230946;234710;241326;248921;256385;263002;266959;
24;233512;237253;243685;251404;258757;265322;269307;
25;235527;239740;245996;253806;261456;268359;272135;
26;241162;245138;252148;260106;267868;275147;279149;
27;250608;254822;262352;270889;279206;287008;291369;
28;259576;264092;272102;281228;290116;298338;303054;
29;265257;270052;278566;288171;297562;306268;311241;
30;276855;281980;290859;300946;310809;319912;325129;
31;282271;287685;296874;307384;317651;327184;332606;
32;289666;295256;304868;315699;326337;336193;341771;
33;294631;300327;310163;321320;332286;342390;348195;
34;298668;304310;314596;325931;337187;347472;353548;
35;297341;303001;313511;325062;336499;346899;353118;
36;297472;303278;313957;325616;337245;347815;354051;
37;295651;301582;312336;324105;335788;346557;352868;
38;299717;305750;316571;328367;340104;350966;357232;
39;297665;303713;314484;326373;338124;348989;355332;
40;296410;302484;313225;325090;336830;347739;353989;
41;299164;305094;315825;327648;339313;350198;356388;
42;303974;309745;320391;332123;343641;354428;360609;
43;300271;305987;316447;328050;339388;350053;356170;
44;300607;306196;316485;327905;339044;349590;355566;
45;300825;306281;316392;327552;338472;348843;354671;
46;301705;307066;316909;327815;338432;348683;354365;
47;301228;306224;315816;326454;336758;346709;352226;
48;304980;309671;318943;329267;339253;348853;354241;
49;311917;316479;325424;335396;345012;354264;359523;
50;323470;327961;336540;346138;355373;364228;369307;
51;322734;327107;335407;344627;353501;362018;366905;
52;327944;332123;340101;348961;357478;365603;370326;
53;328394;332461;340130;348614;356798;364552;369045;
54;335549;339483;346744;354903;362806;370150;374470;
55;329739;333515;340492;348316;355871;362863;367080;
56;331395;334988;341734;349192;356406;363110;367193;
57;342048;345454;351914;359061;366013;372402;376309;
58;347370;350551;356732;363591;370248;376365;380040;
59;352402;355400;361320;367897;374196;380141;383592;
60;364027;366980;372556;378856;384916;390606;393813;
61;366466;369287;374616;380686;386453;391868;394888;
62;372964;375746;380745;386580;392112;397281;400024;
63;384354;387186;391829;397480;402821;407662;410354;
64;402271;404992;409519;414857;419973;424538;427148;
65;413984;416662;420918;426124;430954;435381;437810;
66;429856;432382;436539;441564;446227;450401;452752;
67;447265;449785;453739;458597;463140;467127;469349;
68;462534;464987;468890;473645;477978;481996;484184;
69;457542;459881;463746;468349;472549;476453;478620;
70;458241;460491;464379;468879;473020;476803;478987;
71;460637;463004;466934;471408;475494;479266;481498;
72;451920;454518;458389;462875;467020;470717;473024;
73;460150;462790;466888;471534;475780;479590;481877;
74;452311;455007;459196;463958;468250;472252;474481;
75;449600;452220;456572;461583;466002;470216;472435;
76;445151;447808;452520;457783;462457;466771;469299;
77;437197;439808;445015;450650;455711;460183;462839;
78;434758;437898;443448;449579;455172;460117;462858;
79;401116;404449;410075;416509;422266;427290;430120;
80;378479;382219;388186;395000;401120;406526;409366;
81;359823;364071;370525;377886;384582;390363;393515;
82;336273;340862;347853;355678;362687;369231;372509;
83;314484;319416;327067;335444;343099;350189;353660;
84;286261;291657;299853;308728;316925;324310;328171;
85;266687;272590;281435;291179;300182;308243;312487;
86;243525;249585;259248;269643;279373;288036;292812;
87;219540;226030;236308;247422;257889;267129;272546;
88;195785;202759;213639;225425;236747;246618;252552;
89;165595;172568;183537;195490;207058;217266;223363;
90;142595;149614;160842;173250;185416;196145;202611;
91;121251;128292;139719;152447;165094;176399;183076;
92;104846;112020;123729;137075;150504;162490;169669;
93;85900;92767;104162;117385;130885;143116;150498;
94;71326;77949;89207;102486;116284;128963;136708;
95;53666;59485;69591;81699;94557;106594;114004;
96;40171;45240;54232;65262;77224;88676;95853;
97;22237;25519;31445;38945;47264;55406;60583;
98;16034;18780;23869;30469;38004;45571;50466;
99;10819;12963;17063;22517;28939;35591;39972;
100;6889;8450;11542;15808;20984;26529;30236;
101;4232;5329;7576;10791;14837;19319;22368;
102;2689;3485;5161;7673;10954;14732;17338;
103;1447;1936;2995;4659;6925;9626;11536;
104;727;1005;1630;2663;4135;5959;7277;
105;326;467;797;1370;2229;3337;4163;
106;139;207;372;677;1158;1805;2305;
107;60;93;177;341;614;1000;1309;
108;23;37;74;153;290;496;666;
109;8;13;29;64;128;230;317;
110 e oltre;4;7;16;38;85;165;240;
Totale;28291566;28626200;29245862;29939875;30633538;31249385;31608139;
"Totale"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
0;374811;393344;422735;459335;493931;527199;546028;
1;379470;397558;426645;462832;496782;529344;547831;
2;383458;401387;429839;465254;498846;530765;548701;
3;386875;404417;432748;467534;500498;531493;549199;
4;390466;408044;435705;469564;502107;532262;549559;
5;393364;410495;437752;470890;502683;532299;549039;
6;396059;413005;439708;472078;503289;532122;548424;
7;398687;415435;441287;473000;503273;531329;546962;
8;401599;417915;443074;473757;503127;530735;545580;
9;403674;419790;444362;474080;502519;529325;544025;
10;406400;422080;445897;474731;502405;528003;542605;
11;409291;424353;447479;475154;501742;526624;540645;
12;412406;426853;449195;476117;501758;525703;539479;
13;415919;429616;451235;477062;501484;524807;537794;
14;420375;432975;453801;478744;501869;524373;536583;
15;425163;436617;456654;480263;502640;523942;535378;
16;430336;441237;460233;483009;504219;524249;535262;
17;435799;446144;464384;485847;506140;525072;535588;
18;442814;452154;469641;489996;509228;527062;537434;
19;449885;458887;475205;494608;512622;529698;539638;
20;457707;466689;482042;500453;517950;533630;542775;
21;466834;475341;490121;507731;524547;539819;548548;
22;475885;484398;498525;515426;532119;546519;555261;
23;484326;492018;506482;522845;539030;553681;562229;
24;489274;497534;511226;528125;544112;558461;567083;
25;493348;502587;516487;533509;550325;565361;573401;
26;503799;512612;527880;545314;562421;578489;586960;
27;523865;533281;549684;568440;586737;604003;613240;
28;542800;552757;570331;590388;609919;628230;638382;
29;554377;564864;583513;604857;625641;645022;655941;
30;578761;589785;609755;632134;653850;674385;686036;
31;590903;602406;623216;646768;669544;691122;703235;
32;607040;619130;640800;665366;689141;711698;724185;
33;616883;629688;652303;677451;702085;725275;738203;
34;624336;637446;660709;686627;711990;735570;748874;
35;623158;636408;660069;686627;712544;736831;750690;
36;624858;638262;662349;689215;715638;740212;754318;
37;621982;635371;659952;687072;713832;738533;752958;
38;628024;641902;666621;693834;720795;745638;760131;
39;623754;637975;662910;690000;716986;742325;756300;
40;620905;635090;660045;687104;714060;739076;753133;
41;627099;641198;665676;692822;719743;744204;758401;
42;638229;651640;675873;702688;729257;753693;767680;
43;629533;642579;666471;692873;718889;743251;757009;
44;634875;647425;670733;696763;722278;746086;759683;
45;636807;649132;671907;697246;722116;745400;758705;
46;638245;650036;672283;696785;720836;743882;756372;
47;636502;647731;669042;692875;715973;738522;750632;
48;640539;651360;671982;694871;717091;738879;750493;
49;650494;660624;680478;702413;723561;744569;755795;
50;672458;681943;701023;721906;742094;762116;772772;
51;668361;677337;695454;715353;734622;753600;763719;
52;676958;685369;702679;721515;739779;757641;767286;
53;672680;680472;696934;714752;732023;748976;758101;
54;684172;691482;707013;723829;740162;756180;764776;
55;668159;675155;689777;705645;721158;736226;744163;
56;668318;675185;688717;703773;718449;732516;740013;
57;685297;691902;704604;718798;732610;745798;752889;
58;693182;699559;711514;724922;737866;750158;757053;
59;701173;707043;718427;731055;743244;754802;761276;
60;720783;726239;736936;748864;760332;771031;777330;
61;722648;727750;737981;749151;759922;769884;775842;
62;736543;741386;751063;761571;771738;781160;786686;
63;754522;759491;768481;778367;787988;796725;802046;
64;789512;794263;802720;812040;821105;829357;834503;
65;809491;814266;822191;831091;839628;847415;852311;
66;838624;843404;850785;859401;867461;874819;879612;
67;870816;875534;882393;890822;898466;905700;910034;
68;898969;903108;909611;917889;925328;932438;936488;
69;885545;889835;896338;904158;911273;918130;922133;
70;885783;890140;896233;904029;910711;917547;921474;
71;884969;889264;895302;903043;909582;916414;920269;
72;866784;871326;877345;884989;891562;898050;902121;
73;878748;883206;889508;897297;903940;910671;914669;
74;859759;864395;870770;878741;885402;892245;896046;
75;848980;853234;860014;868329;875130;882466;886101;
76;840002;844086;851573;860251;867445;875156;878720;
77;820570;824406;832464;841685;849341;857194;860904;
78;810370;814648;823409;833270;841668;849977;854019;
79;739536;743899;752712;762716;771233;779551;783833;
80;691644;696130;705268;715712;724639;733368;737716;
81;651817;656725;666246;677459;687097;696165;700882;
82;603887;608877;618830;630839;641035;650603;655725;
83;559388;564505;575151;587965;598906;609049;614662;
84;502881;508362;519308;532587;544015;554534;560462;
85;463967;469933;481451;495580;508071;519115;525254;
86;418827;425083;437169;451954;465194;476842;483366;
87;373090;379730;392214;407563;421560;433563;440691;
88;328640;335903;348704;364481;379361;391703;399374;
89;275952;283356;295880;311354;326317;338922;346584;
90;234718;242358;254783;270242;285638;298536;306277;
91;197587;205245;217957;233282;248874;262176;270158;
92;169786;177297;190365;205928;222256;236248;244316;
93;138080;145394;157935;172964;189112;203090;211018;
94;113826;120593;133025;147774;164022;177945;186225;
95;85103;91276;102239;115410;130455;143365;150915;
96;63389;68725;78418;90138;104084;116243;123134;
97;35081;38440;44863;52626;62096;70671;75713;
98;25240;28079;33520;40306;48708;56615;61595;
99;17012;19262;23668;29174;36294;43064;47641;
100;10945;12576;15877;20122;25878;31412;35239;
101;6781;7927;10342;13482;17929;22388;25576;
102;4342;5192;6983;9413;12976;16725;19579;
103;2361;2883;4025;5617;8075;10720;12786;
104;1192;1502;2168;3149;4742;6509;7933;
105;542;698;1053;1593;2518;3593;4470;
106;234;309;489;773;1291;1917;2442;
107;102;140;230;383;675;1055;1370;
108;39;56;96;169;317;518;692;
109;14;21;37;69;138;239;327;
110 e oltre;7;10;20;41;90;170;244;
Totale;55971233;56671183;57859488;59289877;60631681;61898766;62742615;
"Anno: 2044 - Ripartizione: Italia"
"Maschi"
"Età";"Limite inferiore intervallo di confidenza al 90% (5° percentile)";"Limite inferiore intervallo di confidenza all'80% (10° percentile)";"Limite inferiore intervallo di confidenza al 50% (25° percentile)";"Scenario mediano";"Limite superiore intervallo di confidenza al 50% (75° percentile)";"Limite superiore intervallo di confidenza all'80% (90° percentile)";"Limite superiore intervallo di confidenza al 90% (95° percentile)"
0;190992;200604;215965;235300;253638;271155;281013;
1;193926;202998;218316;237334;255276;272569;282123;
2;196222;205480;220352;239304;256921;273851;283269;
3;198229;207376;222293;240717;258178;274500;283949;
4;200096;209507;223958;242056;259120;275249;284487;
5;201910;211292;225631;243264;260007;275853;284945;
6;203338;212703;226813;244110;260544;276164;284750;
7;205073;214302;228021;244889;260979;276215;284724;
8;206791;215555;228936;245538;261172;275972;284196;
9;208164;216832;229959;246112;261309;275799;283616;
10;209766;217990;230741;246476;261244;275296;282871;
11;211487;219426;231790;247030;261382;274953;282540;
12;213228;220732;232892;247497;261470;274415;281849;
13;215113;222292;234077;248282;261708;274314;281492;
14;217232;223975;235466;249113;261945;274023;281104;
